date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:05:47	121235/121235	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Apr%202022%2022:04:27%20GMT	https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin	C:/Benim%20Web%20Sitem/yenialanya/www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin.html	(from )
01:05:47	260/260	---M-Z	200	added ('OK')	text/plain	date:Fri,%2001%20Apr%202022%2022:05:48%20GMT	https://www.yenialanya.com/robots.txt		(from )
01:05:48	199/199	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2001%20Apr%202022%2022:05:48%20GMT	https://static.daktilo.com/sites/496/uploads/2022/01/29/7-16-9-1643448904.jpg	C:/Benim%20Web%20Sitem/yenialanya/static.daktilo.com/sites/496/uploads/2022/01/29/7-16-9-1643448904.1.delayed	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:48	5251/5251	---MCZ	200	added ('OK')	text/css	etag:W/%2217bc-5d45d0a1f363c-gzip%22	https://yenialanya.com/themes/default/assets/smart-app-banner.css	C:/Benim%20Web%20Sitem/yenialanya/yenialanya.com/themes/default/assets/smart-app-banner.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Apr%202022%2022:05:49%20GMT	http://file.daktilo.com/themes/enerjik/assets/builds/grid/grid.min.css?m=1643813919	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/enerjik/assets/builds/grid/grid.min.310d8.delayed	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:49	43932/43932	---M-Z	200	added ('OK')	text/css	etag:%22ab9c-5d70a40b805c0-gzip%22	https://file.daktilo.com/themes/enerjik/assets/builds/grid/grid.min.css?m=1643813919	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/enerjik/assets/builds/grid/grid.min10d8.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Apr%202022%2022:05:50%20GMT	http://file.daktilo.com/themes/enerjik/assets/font/font.min.css?m=1643095148	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/enerjik/assets/font/font.mine046.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:49	923/923	---M-Z	200	added ('OK')	text/css	etag:%2239b-5d662e6af4b3d-gzip%22	https://file.daktilo.com/themes/enerjik/assets/font/font.min.css?m=1643095148	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/enerjik/assets/font/font.mine046.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Apr%202022%2022:05:50%20GMT	http://file.daktilo.com/themes/default/assets/libs/photoswipe/merge/photoswipe.css?m=1640870950	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/default/assets/libs/photoswipe/merge/photoswipe6d23.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Apr%202022%2022:05:51%20GMT	http://file.daktilo.com/themes/default/assets/builds/comment/comment.min.css?m=1640870950	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/default/assets/builds/comment/comment.min6d23.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:50	8216/8216	---MCZ	200	added ('OK')	text/css	etag:W/%222019-5d45d0a1f269c-gzip%22	https://file.daktilo.com/themes/default/assets/libs/photoswipe/merge/photoswipe.css?m=1640870950	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/default/assets/libs/photoswipe/merge/photoswipe6d23.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:50	13847/13847	---M-Z	200	added ('OK')	text/css	etag:%223617-5d45d0a1dbf39-gzip%22	https://file.daktilo.com/themes/default/assets/builds/comment/comment.min.css?m=1640870950	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/default/assets/builds/comment/comment.min6d23.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Apr%202022%2022:05:51%20GMT	http://file.daktilo.com/themes/enerjik/assets/builds/comment/comment-theme.min.css?m=1643095148	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/enerjik/assets/builds/comment/comment-theme.mine046.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:50	252/252	---M-Z	200	added ('OK')	text/css	etag:%22fc-5d662e6a73caf-gzip%22	https://file.daktilo.com/themes/enerjik/assets/builds/comment/comment-theme.min.css?m=1643095148	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/enerjik/assets/builds/comment/comment-theme.mine046.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Apr%202022%2022:05:51%20GMT	http://file.daktilo.com/themes/default/assets/libs/plyr/dist/plyr.css?m=1640870950	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/default/assets/libs/plyr/dist/plyr6d23.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Apr%202022%2022:05:52%20GMT	http://file.daktilo.com/themes/enerjik/assets/main/main-haber.min.css?m=1643095154	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/enerjik/assets/main/main-haber.min5be8.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:51	13017/13017	---MCZ	200	added ('OK')	text/css	etag:W/%2232e5-5d45d0a1f269c-gzip%22	https://file.daktilo.com/themes/default/assets/libs/plyr/dist/plyr.css?m=1640870950	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/default/assets/libs/plyr/dist/plyr6d23.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:51	189198/189198	---M-Z	200	added ('OK')	text/css	etag:%222e30e-5d662e70b8539-gzip%22	https://file.daktilo.com/themes/enerjik/assets/main/main-haber.min.css?m=1643095154	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/enerjik/assets/main/main-haber.min5be8.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:52	10676/10676	---MCZ	200	added ('OK')	text/css	etag:W/%223a10-5be4925b12c95-gzip%22	https://file.daktilo.com/sites/496/assets/custom-enerjik.1616596257.css	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/sites/496/assets/custom-enerjik.1616596257.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:52	4255/4255	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d89453438fbf10dcf4c13265c40d5160%22	https://certify-js.alexametrics.com/atrk.js	C:/Benim%20Web%20Sitem/yenialanya/certify-js.alexametrics.com/atrk.js	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:52	43/43	---M--	200	added ('OK')	image/gif	etag:%22221d8352905f2c38b3cb2bd191d630b0%22	https://certify.alexametrics.com/atrk.gif?account=NVwvu1Fx9f207i	C:/Benim%20Web%20Sitem/yenialanya/certify.alexametrics.com/atrkb3b3.gif	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:53	75662/75662	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262301f3d-1278e%22	https://cdn2.bildirt.com/BildirtSDKfiles.js	C:/Benim%20Web%20Sitem/yenialanya/cdn2.bildirt.com/BildirtSDKfiles.js	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:53	2234/2234	---MCZ	200	added ('OK')	text/css	etag:W/%22dae-5d45d0a1f16fb-gzip%22	https://www.yenialanya.com/themes/default/assets/imsakiye.css?r=2	C:/Benim%20Web%20Sitem/yenialanya/www.yenialanya.com/themes/default/assets/imsakiye654f.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:54	975/975	---M-Z	200	added ('OK')	text/css	etag:%225f31fc30-3cf%22	https://cdnjs.cloudflare.com/ajax/libs/videojs-contrib-ads/6.7.0/videojs.ads.css	C:/Benim%20Web%20Sitem/yenialanya/cdnjs.cloudflare.com/ajax/libs/videojs-contrib-ads/6.7.0/videojs.ads.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:55	960/960	---M-Z	200	added ('OK')	text/css	etag:%225f31fc30-3c0%22	https://cdnjs.cloudflare.com/ajax/libs/videojs-contrib-ads/6.7.0/videojs-contrib-ads.min.css	C:/Benim%20Web%20Sitem/yenialanya/cdnjs.cloudflare.com/ajax/libs/videojs-contrib-ads/6.7.0/videojs-contrib-ads.min.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:55	45340/45340	---M-Z	200	added ('OK')	text/css	etag:%2213cc2ed05f4f7b5730bffafc2b2e4eb3%22	https://vjs.zencdn.net/7.11.4/video-js.css	C:/Benim%20Web%20Sitem/yenialanya/vjs.zencdn.net/7.11.4/video-js.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:55	2421/2421	---MCZ	200	added ('OK')	text/css	etag:W/%22eda-5d45d0a1f363c-gzip%22	https://www.yenialanya.com/themes/default/assets/videojs.ima.css	C:/Benim%20Web%20Sitem/yenialanya/www.yenialanya.com/themes/default/assets/videojs.ima.css	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:55	48297/48297	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2001%20Apr%202022%2022:05:56%20GMT	https://www.yenialanya.com/cdn-cgi/challenge-platform/h/b/scripts/invisible.js?ts=1648850400	C:/Benim%20Web%20Sitem/yenialanya/www.yenialanya.com/cdn-cgi/challenge-platform/h/b/scripts/invisible648d.js	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:56	3097/3097	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ca3b395d96d54d42019f5d16610626cc%22	https://connect.facebook.net/tr_TR/sdk.js	C:/Benim%20Web%20Sitem/yenialanya/connect.facebook.net/tr_TR/sdk.js	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:56	66188/66188	---M--	200	added ('OK')	image/png	etag:%22107a3-5a132b11dae10%22	https://static.daktilo.com/sites/496/uploads/2020/03/19/large/desktop-1.png	C:/Benim%20Web%20Sitem/yenialanya/static.daktilo.com/sites/496/uploads/2020/03/19/large/desktop-1.png	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:57	199/199	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2001%20Apr%202022%2022:05:57%20GMT	https://static.daktilo.com/sites/496/uploads/2020/03/19/large/mobil-1.png	C:/Benim%20Web%20Sitem/yenialanya/static.daktilo.com/sites/496/uploads/2020/03/19/large/mobil-1.png	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:57	61565/61565	---M--	200	added ('OK')	image/png	etag:%22f07d-5d45d0a0ae2f8%22	https://www.yenialanya.com/images/services/radyo-dim.png	C:/Benim%20Web%20Sitem/yenialanya/www.yenialanya.com/images/services/radyo-dim.png	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:57	59879/59879	---M--	200	added ('OK')	image/png	etag:%22e9e7-5d45d0a0ae2f8%22	https://www.yenialanya.com/images/services/tv-dim.png	C:/Benim%20Web%20Sitem/yenialanya/www.yenialanya.com/images/services/tv-dim.png	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:57	32582/32582	---M--	200	added ('OK')	image/jpeg	etag:%228218-5d6b8f50ea73d%22	https://static.daktilo.com/sites/496/uploads/2022/01/29/large/7-16-9-1643448904.jpg	C:/Benim%20Web%20Sitem/yenialanya/static.daktilo.com/sites/496/uploads/2022/01/29/large/7-16-9-1643448904.jpg	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:58	100/100	---M--	200	added ('OK')	image/png	etag:%2264-5d45d0a203fdd%22	https://file.daktilo.com/themes/enerjik/assets/img/mask-16-9.png	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/enerjik/assets/img/mask-16-9.png	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:58	95/95	---M--	200	added ('OK')	image/png	etag:%225f-5d45d0a203fdd%22	https://file.daktilo.com/themes/enerjik/assets/img/bos.png	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/enerjik/assets/img/bos.png	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
01:05:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Apr%202022%2022:05:59%20GMT	http://file.daktilo.com/themes/default/assets/all-of-defer.js?m=1640870950	C:/Benim%20Web%20Sitem/yenialanya/file.daktilo.com/themes/default/assets/all-of-defer.236d23.delayed	(from https://www.yenialanya.com/haber/9251018/intihar-eden-gencten-aci-not-arabami-satip-borclarimi-odeyin)
